DocEntry,DocNum,CardCode,NumAtCard,DocDate,DocDueDate,DocStatus,Cancelled,Comments,SlpCode,CreateDate,UpdateDate
1024,1024,C00110,,2024-12-13,2025-02-16,C,N,Urgente,18,2024-12-13,2024-12-15
1025,1025,C00115,,2022-11-15,2022-12-24,C,N,,25,2022-11-15,2022-12-07
1026,1026,C00224,ARCO-2025-00217,2023-10-11,2024-01-09,O,N,Urgente,8,2023-10-11,2023-10-24
1027,1027,C00141, ARCO-2022-00125,2025-09-26,2025-10-19,C,N,Pedido complementar,24,2025-09-26,2025-10-01
1028,1028,C00176,ARCO-2022-00274 ,2024-07-19,2024-08-16,O,N,Reposição,16,2024-07-19,2024-07-26
1029,1029,C00237,ARCO-2022-00310,2025-03-08,2025-05-03,O,N,,2,2025-03-08,2025-03-13
1030,1030,C00213,,2023-06-13,2023-08-05,C,N,,16,2023-06-13,2023-07-08
1031,1031,C00220,,2025-01-15,2025-03-26,C,N,,17,2025-01-15,2025-01-17
1032,1032,C00159,,2023-04-01,2023-05-14,O,N,,3,2023-04-01,2023-04-20
1033,1033,C00013,ARCO-2024-00256,2023-11-15,2024-01-09,C,N,Pedido complementar,1,2023-11-15,2023-12-10
1034,1034,C00029,,2024-03-06,2024-04-11,C,N,Reposição,3,2024-03-06,2024-03-07
1035,1035,C00088,,2025-03-27,2025-04-23,C,Y,Pedido complementar,11,2025-03-27,2025-04-04
1036,1036,C00200,,2024-08-16,2024-09-21,O,N,Pedido complementar,11,2024-08-16,2024-09-15
1037,1037,C00204,ARCO-2023-00012,2023-01-25,2023-03-22,C,N,Reposição,25,2023-01-25,2023-02-19
1038,1038,C00004,ARCO-2025-00164,2025-06-22,2025-09-20,C,N,Urgente,11,2025-06-22,2025-07-16
1039,1039,C00117,ARCO-2025-00293,2024-01-06,2024-03-23,C,N,,4,2024-01-06,2024-01-08
1040,1040,C00075,ARCO-2022-00232,2022-06-24,2022-07-18,O,N,,24,2022-06-24,2022-07-06
1041,1041,C00234,ARCO-2023-00364,2022-10-31,2022-12-30,C,N,Urgente,6,2022-10-31,2022-11-27
1042,1042,C00221,ARCO-2023-00083,2025-02-11,2025-04-04,O,N,,17,2025-02-11,2025-03-08
1043,1043,C00008,ARCO-2023-00186,2023-05-26,2023-06-14,C,N,Reposição,11,2023-05-26,2023-06-25
1044,1044,C00086,ARCO-2025-00327,2024-11-13,2025-01-26,O,N,,19,2024-11-13,2024-12-08
1045,1045,C00057,ARCO-2025-00242,2024-12-04,2025-02-24,O,N,Pedido complementar,20,2024-12-04,2024-12-18
1046,1046,C00118,ARCO-2025-00181,2023-08-19,2023-11-11,C,N,,7,2023-08-19,2023-09-03
1047,1047,C00069,ARCO-2023-00316,2022-02-16,2022-05-12,C,N,Urgente,16,2022-02-16,2022-02-24
1048,1048,C00036,ARCO-2023-00367,2025-06-09,2025-08-18,O,N,,11,2025-06-09,2025-06-11
1049,1049,C00081,ARCO-2025-00375,2023-11-11,2023-12-07,C,Y,,24,2023-11-11,2023-12-09
1050,1050,C00042,ARCO-2024-00059,2025-11-11,2026-02-02,C,N,,20,2025-11-11,2025-11-24
1051,1051,C00089,ARCO-2023-00025 ,2022-01-22,2022-04-04,O,N,,19,2022-01-22,2022-01-23
1052,1052,C00079,ARCO-2023-00271,2025-12-15,2026-01-23,C,N,Pedido complementar,10,2025-12-15,2025-12-23
1053,1053,C00102,,2023-11-09,2023-12-20,C,N,Urgente,18,2023-11-09,2023-12-03
1054,1054,C00073,,2025-02-21,2025-03-11,C,N,Urgente,23,2025-02-21,2025-03-15
1055,1055,C00203,ARCO-2025-00217,2024-05-23,2024-07-26,C,N,Pedido complementar,13,2024-05-23,2024-06-01
1056,1056,C00005,ARCO-2023-00001,2023-07-25,2023-09-10,O,N,Urgente,13,2023-07-25,2023-07-28
1057,1057,C00224,ARCO-2022-00298,2022-03-04,2022-05-27,C,N,Pedido complementar,8,2022-03-04,2022-03-14
1058,1058,C00015,ARCO-2023-00374,2024-09-30,2024-12-06,C,N,Urgente,1,2024-09-30,2024-10-26
1059,1059,C00088,ARCo-2022-00301,2022-09-01,2022-10-31,O,N,,11,2022-09-01,2022-09-21
1060,1060,C00209,ARCO-2022-00362,2023-02-04,2023-03-06,C,N,Pedido complementar,12,2023-02-04,2023-02-14
1061,1061,C00191,ARCO-2023-00126,2022-09-30,2022-12-24,O,N,Reposição,22,2022-09-30,2022-10-06
1062,1062,C00234,ARCO-2024-00326,2023-12-18,2024-02-05,O,N,Pedido complementar,6,2023-12-18,2023-12-27
1063,1063,C00258,,2022-12-24,2023-02-20,O,N,,14,2022-12-24,2023-01-17
1064,1064,C00055,ARCO-2023-00169,2023-10-27,2023-12-21,C,N,,19,2023-10-27,2023-11-10
1065,1065,C00229,ARCO-2024-00283,2024-04-03,2024-04-23,O,N,Urgente,1,2024-04-03,2024-04-11
1066,1066,C00010,,2022-02-10,2022-03-29,C,N,Reposição,16,2022-02-10,2022-03-10
1067,1067,C00263,ARCO-2025-00304,2025-01-18,2025-03-29,O,N,,17,2025-01-18,2025-02-13
1068,1068,C00068,ARCO-2024-00113,2025-12-09,2026-02-04,C,N,,6,2025-12-09,2025-12-28
1069,1069,C00093,ARCO-2024-00378,2025-02-28,2025-05-06,C,N,Urgente,8,2025-02-28,2025-03-19
1070,1070,C00046,ARCO-2022-00097,2025-04-28,2025-07-22,C,Y,,10,2025-04-28,2025-05-22
1071,1071,C00170,ARCO-2025-00074,2023-05-28,2023-07-23,O,N,Urgente,19,2023-05-28,2023-05-28
1072,1072,C00183,,2025-03-14,2025-05-27,O,N,,9,2025-03-14,2025-04-11
1073,1073,C00179,ARCO-2025-00086,2023-02-25,2023-04-06,C,N,Reposição,21,2023-02-25,2023-03-21
1074,1074,C00193,ARCO-2024-00264,2024-07-28,2024-10-06,O,N,Reposição,9,2024-07-28,2024-08-17
1075,1075,C00268,ARCO-2023-00370,2025-11-07,2026-01-24,C,N,,1,2025-11-07,2025-11-30
1076,1076,C00060,ARCO-2025-00375,2025-05-22,2025-08-06,C,N,Reposição,7,2025-05-22,2025-05-26
1077,1077,C00239,ARCO-2023-00169,2022-04-10,2022-05-23,O,N,Urgente,9,2022-04-10,2022-05-03
1078,1078,C00181,,2022-10-26,2023-01-14,C,N,Reposição,10,2022-10-26,2022-11-22
1079,1079,C00266,ARCO - 2022 - 00334,2023-04-26,2023-07-23,C,N,,17,2023-04-26,2023-04-27
1080,1080,C00005,ARCO-2022-00241,2025-04-17,2025-06-07,C,N,Reposição,13,2025-04-17,2025-05-14
1081,1081,C00153,,2023-10-03,2023-12-16,C,N,,5,2023-10-03,2023-10-11
1082,1082,C00057,,2022-03-30,2022-06-10,C,N,,20,2022-03-30,2022-04-22
1083,1083,C00219,ARCO-2022-00328,2023-12-05,2024-01-25,O,N,Urgente,10,2023-12-05,2023-12-31
1084,1084,C00182,,2022-08-12,2022-10-16,O,N,Pedido complementar,3,2022-08-12,2022-08-20
1085,1085,C00128,ARCO-2022-00334,2023-03-05,2023-05-25,C,N,Pedido complementar,11,2023-03-05,2023-03-27
1086,1086,C00028,ARCO-2025-00311,2025-03-18,2025-05-26,C,N,,5,2025-03-18,2025-04-01
1087,1087,C00263,,2025-10-08,2025-12-25,C,N,Reposição,17,2025-10-08,2025-10-10
1088,1088,C00194,ARCO-2023-00159,2023-03-23,2023-05-16,O,N,Pedido complementar,14,2023-03-23,2023-03-29
1089,1089,C00030,,2025-08-28,2025-09-24,C,N,Urgente,25,2025-08-28,2025-08-31
1090,1090,C00099,ARCO-2025-00014,2022-01-06,2022-03-24,C,N,Urgente,17,2022-01-06,2022-01-24
1091,1091,C00081,ARCO-2023-00102,2024-10-23,2024-12-18,C,Y,,24,2024-10-23,2024-11-05
1092,1092,C00175,ARCO-2025-00284,2022-03-30,2022-05-07,O,N,,5,2022-03-30,2022-04-28
1093,1093,C00202,ARCO-2024-00082,2023-10-05,2023-12-01,O,N,Urgente,2,2023-10-05,2023-10-09
1094,1094,C00135,ARCO-2022-00028,2022-09-20,2022-11-05,C,N,,12,2022-09-20,2022-09-29
1095,1095,C00218,,2023-11-07,2023-11-26,C,N,,9,2023-11-07,2023-11-17
1096,1096,C00189,ARCO-2022-00232,2022-03-27,2022-04-30,C,Y,,9,2022-03-27,2022-04-11
1097,1097,C00129,ARCO-2025-00215,2023-06-28,2023-08-28,C,N,Urgente,1,2023-06-28,2023-07-23
1098,1098,C00201, ARCO-2024-00082,2023-05-26,2023-06-21,O,N,Pedido complementar,19,2023-05-26,2023-06-19
1099,1099,C00008,,2023-10-28,2023-11-15,C,N,,11,2023-10-28,2023-11-25
1100,1100,C00079,ARCO-2022-00077,2025-01-13,2025-02-27,O,N,,10,2025-01-13,2025-01-22
1101,1101,C00215,ARCO-2025-00181,2022-01-09,2022-02-25,C,N,,21,2022-01-09,2022-01-27
1102,1102,C00171,ARCO-2024-00209,2023-11-13,2024-01-21,O,N,Urgente,6,2023-11-13,2023-12-07
1103,1103,C00160,,2023-03-20,2023-05-03,O,N,,12,2023-03-20,2023-04-07
1104,1104,C00032, ARCO-2024-00211,2022-12-31,2023-02-15,C,N,Pedido complementar,14,2022-12-31,2023-01-21
1105,1105,C00073,,2024-05-18,2024-08-13,O,N,Pedido complementar,23,2024-05-18,2024-05-23
1106,1106,C00077,ARCO-2023-00228,2023-11-22,2023-12-09,C,N,Reposição,17,2023-11-22,2023-11-23
1107,1107,C00222,ARCo-2024-00237,2023-11-29,2023-12-27,C,Y,,18,2023-11-29,2023-12-17
1108,1108,C00107,ARCO-2022-00314 ,2025-05-12,2025-07-26,O,N,Urgente,19,2025-05-12,2025-05-17
1109,1109,C00038,ARCO-2025-00100,2025-11-06,2025-12-20,C,N,,22,2025-11-06,2025-11-29
1110,1110,C00081,ARCO-2023-00194,2025-06-02,2025-07-05,C,Y,,24,2025-06-02,2025-06-09
1111,1111,C00013,ARCO-2024-00082,2024-05-05,2024-05-25,O,N,,1,2024-05-05,2024-06-02
1112,1112,C00075,ARCO-2023-00335,2023-07-27,2023-09-03,C,N,,24,2023-07-27,2023-08-05
1113,1113,C00166,ARCO-2024-00278,2024-06-30,2024-08-05,C,N,,12,2024-06-30,2024-07-12
1114,1114,C00100,ARCO-2023-00355,2025-11-21,2025-12-09,O,N,,25,2025-11-21,2025-12-04
1115,1115,C00028,,2023-06-14,2023-08-21,C,N,Reposição,5,2023-06-14,2023-06-24
1116,1116,C00071,ARCO-2024-00139,2022-01-27,2022-04-24,C,N,,11,2022-01-27,2022-02-16
1117,1117,C00219,,2023-06-28,2023-09-07,O,N,,10,2023-06-28,2023-07-27
1118,1118,C00176,ARCO-2024-00237,2025-01-31,2025-04-15,C,N,Reposição,16,2025-01-31,2025-02-28
1119,1119,C00134,ARCO-2024-00002,2025-12-02,2026-01-20,C,N,Urgente,7,2025-12-02,2025-12-16
1120,1120,C00028,,2022-06-26,2022-07-29,C,N,Reposição,5,2022-06-26,2022-07-10
1121,1121,C00079,ARCO-2024-00080,2022-05-06,2022-06-07,C,N,,10,2022-05-06,2022-06-03
1122,1122,C00206,ARCO-2024-00037,2024-02-13,2024-03-31,O,N,,18,2024-02-13,2024-02-23
1123,1123,C00101,,2022-06-02,2022-08-22,C,Y,Urgente,12,2022-06-02,2022-06-25
1124,1124,C00204,ARCO-2022-00006,2022-06-02,2022-08-07,C,N,Urgente,25,2022-06-02,2022-06-29
1125,1125,C00189,ARCO-2025-00074,2024-12-08,2025-01-16,O,N,,9,2024-12-08,2024-12-12
1126,1126,C00185,ARCO-2022-00192,2023-07-08,2023-08-02,C,N,,2,2023-07-08,2023-07-26
1127,1127,C00044,,2025-02-13,2025-04-02,C,Y,Urgente,2,2025-02-13,2025-02-13
1128,1128,C00061,ARCO-2023-00355,2025-11-04,2026-01-09,C,N,,7,2025-11-04,2025-11-15
1129,1129,C00088,ARCO-2022-00240,2022-04-23,2022-07-07,C,N,,11,2022-04-23,2022-04-30
1130,1130,C00218,,2025-03-31,2025-06-01,C,N,Urgente,9,2025-03-31,2025-04-22
1131,1131,C00078,ARCO-2024-00151,2025-10-03,2025-10-24,C,N,,14,2025-10-03,2025-10-04
1132,1132,C00001,ARCo-2022-00241,2024-10-13,2025-01-07,C,Y,,9,2024-10-13,2024-10-13
1133,1133,C00191,ARCO-2025-00179,2025-03-03,2025-05-17,O,N,Pedido complementar,22,2025-03-03,2025-03-10
1134,1134,C00090,ARCO-2025-00007,2022-12-19,2023-03-04,C,N,Reposição,2,2022-12-19,2023-01-03
1135,1135,C00138,ARCO-2024-00346,2025-09-21,2025-11-17,O,N,Urgente,24,2025-09-21,2025-10-01
1136,1136,C00232,ARCO-2025-00131,2022-12-09,2023-02-06,O,N,Pedido complementar,6,2022-12-09,2022-12-30
1137,1137,C00133,ARCo-2023-00085,2024-04-08,2024-05-29,O,N,Pedido complementar,14,2024-04-08,2024-04-14
1138,1138,C00226,ARCO-2025-00349,2022-07-10,2022-08-18,O,N,Reposição,16,2022-07-10,2022-08-03
1139,1139,C00118,,2024-05-17,2024-07-21,C,N,Pedido complementar,7,2024-05-17,2024-06-05
1140,1140,C00230,ARCO-2024-00059,2024-02-11,2024-02-26,C,N,Urgente,7,2024-02-11,2024-03-06
1141,1141,C00046,,2024-07-26,2024-09-17,C,N,,10,2024-07-26,2024-08-11
1142,1142,C00153,ARCO-2025-00201,2022-06-11,2022-07-31,C,N,,5,2022-06-11,2022-06-27
1143,1143,C00030,ARCO-2024-00173,2022-12-17,2023-02-06,O,N,Urgente,25,2022-12-17,2022-12-25
1144,1144,C00136,ARCO-2023-00290,2025-02-16,2025-04-27,O,N,,22,2025-02-16,2025-03-12
1145,1145,C00125,ARCO-2025-00226,2022-08-12,2022-09-08,O,N,,18,2022-08-12,2022-09-10
1146,1146,C00191,,2022-05-26,2022-08-17,C,N,Urgente,22,2022-05-26,2022-06-23
1147,1147,C00265,ARCO-2025-00343,2023-10-21,2023-12-03,O,N,,10,2023-10-21,2023-11-16
1148,1148,C00211,ARCO-2024-00341,2025-09-11,2025-11-23,O,N,Pedido complementar,25,2025-09-11,2025-10-10
1149,1149,C00005,,2022-03-23,2022-04-26,O,N,Urgente,13,2022-03-23,2022-03-31
1150,1150,C00080,ARCO-2024-00254,2022-10-02,2022-10-18,C,N,,13,2022-10-02,2022-10-19
1151,1151,C00084,,2024-11-24,2025-02-08,C,N,Pedido complementar,3,2024-11-24,2024-12-13
1152,1152,C00073,,2023-08-01,2023-10-15,C,N,Reposição,23,2023-08-01,2023-08-09
1153,1153,C00229,ARCO-2025-00003,2025-04-10,2025-05-26,C,N,Urgente,1,2025-04-10,2025-05-03
1154,1154,C00130,ARCO-2023-00093 ,2022-06-10,2022-08-22,O,N,Reposição,4,2022-06-10,2022-06-11
1155,1155,C00139,ARCO-2025-00074,2023-01-06,2023-03-16,C,N,Urgente,1,2023-01-06,2023-01-25
1156,1156,C00261,ARCO-2025-00317,2025-01-14,2025-04-06,C,N,,22,2025-01-14,2025-01-23
1157,1157,C00143,ARCO-2023-00133,2023-08-27,2023-09-19,O,N,,19,2023-08-27,2023-09-25
1158,1158,C00070,ARCO-2022-00298,2023-03-13,2023-05-20,O,N,Reposição,10,2023-03-13,2023-03-26
1159,1159,C00094,ARCO-2022-00171,2022-05-12,2022-08-09,O,N,,4,2022-05-12,2022-05-28
1160,1160,C00014,ARCO-2022-00143,2024-12-17,2025-02-06,C,N,,7,2024-12-17,2024-12-30
1161,1161,C00179,ARCO-2025-00036,2024-04-18,2024-07-12,C,N,,21,2024-04-18,2024-05-10
1162,1162,C00123,,2022-05-08,2022-07-21,O,N,,17,2022-05-08,2022-05-27
1163,1163,C00130,ARCO-2022-00162,2022-07-29,2022-09-30,O,N,,4,2022-07-29,2022-08-12
1164,1164,C00154,ARCO-2022-00028,2024-06-20,2024-07-27,C,N,Urgente,23,2024-06-20,2024-07-10
1165,1165,C00083,ARCO-2022-00234,2023-12-23,2024-02-29,O,N,,19,2023-12-23,2023-12-27
1166,1166,C00040, ARCO-2025-00358,2023-01-16,2023-04-12,C,N,,13,2023-01-16,2023-02-13
1167,1167,C00203,ARCO-2025-00164,2023-09-04,2023-11-02,C,N,,13,2023-09-04,2023-09-20
1168,1168,C00206,ARCO-2024-00182,2025-12-22,2026-02-12,O,N,,18,2025-12-22,2025-12-27
1169,1169,C00091,ARCO-2023-00039,2025-09-19,2025-12-09,C,N,Reposição,18,2025-09-19,2025-09-20
1170,1170,C00162,,2025-06-10,2025-07-29,C,N,Pedido complementar,8,2025-06-10,2025-06-29
1171,1171,C00159,ARCO-2023-00257,2025-11-19,2026-02-10,C,N,,3,2025-11-19,2025-11-29
1172,1172,C00079,ARCO-2022-00041,2025-10-13,2025-11-18,C,N,Urgente,10,2025-10-13,2025-10-15
1173,1173,C00086,ARCO-2024-00082,2023-03-02,2023-05-11,C,N,,19,2023-03-02,2023-03-06
1174,1174,C00227,,2024-09-11,2024-12-04,C,N,Reposição,9,2024-09-11,2024-10-03
1175,1175,C00174,ARCO-2025-00074,2024-02-15,2024-03-04,O,N,Reposição,22,2024-02-15,2024-03-15
1176,1176,C00248,ARCO-2023-00116,2024-06-15,2024-07-10,O,N,Pedido complementar,21,2024-06-15,2024-07-02
1177,1177,C00117,,2023-06-29,2023-08-27,C,N,,4,2023-06-29,2023-07-27
1178,1178,C00218,ARCO-2022-00333 ,2024-10-20,2024-11-08,O,N,,9,2024-10-20,2024-10-30
1179,1179,C00183,ARCO-2022-00241,2022-09-15,2022-11-28,O,N,Pedido complementar,9,2022-09-15,2022-10-11
1180,1180,C00065,ARCO-2024-00177,2024-07-06,2024-07-23,C,N,,17,2024-07-06,2024-07-07
1181,1181,C00079,ARCO-2024-00173,2024-04-20,2024-07-10,C,N,Pedido complementar,10,2024-04-20,2024-05-11
1182,1182,C00115,,2024-07-10,2024-09-21,O,N,,25,2024-07-10,2024-07-23
1183,1183,C00245,,2025-01-05,2025-01-28,C,N,Urgente,8,2025-01-05,2025-01-25
1184,1184,C00147,ARCO-2024-00331,2024-12-16,2025-02-19,C,N,,4,2024-12-16,2024-12-25
1185,1185,C00143,ARCO-2022-00136,2024-06-02,2024-08-19,O,N,Pedido complementar,19,2024-06-02,2024-06-07
1186,1186,C00037,,2022-11-30,2023-01-20,C,N,,19,2022-11-30,2022-12-17
1187,1187,C00239,,2024-06-15,2024-07-03,O,N,Urgente,9,2024-06-15,2024-07-13
1188,1188,C00083,ARCO-2023-00315,2023-10-03,2023-12-31,C,N,,19,2023-10-03,2023-11-02
1189,1189,C00082,ARCO-2022-00017,2022-02-19,2022-05-16,C,N,,24,2022-02-19,2022-02-21
1190,1190,C00066,,2022-04-07,2022-05-20,O,N,,18,2022-04-07,2022-04-29
1191,1191,C00061,ARCO-2022-00259,2024-02-09,2024-03-13,C,N,,7,2024-02-09,2024-02-22
1192,1192,C00028,ARCO-2025-00281,2022-06-05,2022-06-24,C,N,,5,2022-06-05,2022-06-16
1193,1193,C00112,ARCO-2024-00144,2023-02-09,2023-04-06,C,N,,18,2023-02-09,2023-03-01
1194,1194,C00231,ARCO-2024-00262,2022-05-26,2022-07-20,C,N,Urgente,21,2022-05-26,2022-06-16
1195,1195,C00189,ARCO-2022-00298,2023-08-29,2023-10-28,C,N,,9,2023-08-29,2023-09-17
1196,1196,C00190,,2022-02-22,2022-04-21,C,N,,4,2022-02-22,2022-03-16
1197,1197,C00199,ARCO-2023-00364,2024-06-26,2024-07-25,C,N,,19,2024-06-26,2024-07-24
1198,1198,C00039,ARCO-2025-00320,2022-11-25,2023-01-19,O,N,Pedido complementar,23,2022-11-25,2022-12-23
1199,1199,C00188,ARCO-2025-00032,2025-10-01,2025-12-22,C,N,,18,2025-10-01,2025-10-13
1200,1200,C00161,ARCO-2025-00035,2025-12-24,2026-01-31,O,N,,20,2025-12-24,2026-01-08
1201,1201,C00152,arco-2025-00164,2022-03-24,2022-04-25,C,N,Reposição,10,2022-03-24,2022-04-21
1202,1202,C00135,ARCO-2025-00014,2025-01-25,2025-02-27,C,N,,12,2025-01-25,2025-02-20
1203,1203,C00186,ARCO-2024-00124,2022-07-07,2022-08-12,C,N,,23,2022-07-07,2022-07-07
1204,1204,C00089,ARCO-2023-00224,2025-08-11,2025-08-28,C,N,,19,2025-08-11,2025-09-05
1205,1205,C00046,,2022-03-21,2022-05-21,O,N,Reposição,10,2022-03-21,2022-03-31
1206,1206,C00032,ARCO-2025-00145,2024-09-06,2024-10-23,O,N,Pedido complementar,14,2024-09-06,2024-09-13
1207,1207,C00079, ARCO-2024-00209,2025-05-02,2025-05-28,O,N,,10,2025-05-02,2025-05-25
1208,1208,C00120,ARCO-2023-00258,2024-08-26,2024-09-18,O,N,Pedido complementar,13,2024-08-26,2024-09-14
1209,1209,C00222,ARCO-2024-00237,2024-05-01,2024-05-27,O,N,,18,2024-05-01,2024-05-27
1210,1210,C00066,ARCO-2022-00060,2022-12-05,2022-12-31,O,N,,18,2022-12-05,2022-12-06
1211,1211,C00048,ARCO-2025-00157,2022-11-30,2023-02-20,C,N,Reposição,9,2022-11-30,2022-12-20
1212,1212,C00036,ARCO-2022-00347,2024-01-09,2024-02-13,O,N,Reposição,11,2024-01-09,2024-01-12
1213,1213,C00019,ARCO-2025-00036,2023-01-29,2023-03-26,C,N,Pedido complementar,8,2023-01-29,2023-02-24
1214,1214,C00106,ARCO-2023-00078,2024-06-01,2024-08-06,C,N,,24,2024-06-01,2024-06-30
1215,1215,C00036,,2022-06-24,2022-07-10,O,N,Reposição,11,2022-06-24,2022-06-26
1216,1216,C00059,,2024-09-08,2024-10-30,O,N,,17,2024-09-08,2024-09-11
1217,1217,C00123,arco-2024-00082,2023-07-12,2023-08-29,C,N,,17,2023-07-12,2023-08-11
1218,1218,C00256,ARCO-2023-00266,2024-03-11,2024-05-09,O,N,Urgente,4,2024-03-11,2024-03-25
1219,1219,C00178,,2022-11-11,2023-01-10,C,N,,6,2022-11-11,2022-12-07
1220,1220,C00194,,2023-03-04,2023-04-03,C,Y,,14,2023-03-04,2023-03-25
1221,1221,C00258,,2024-10-28,2024-11-21,O,N,Pedido complementar,14,2024-10-28,2024-11-20
1222,1222,C00029,ARCO-2023-00354,2022-03-05,2022-04-13,C,N,,3,2022-03-05,2022-03-06
1223,1223,C00218,ARCO - 2024 - 00237,2025-05-01,2025-06-20,C,N,Urgente,9,2025-05-01,2025-05-13
1224,1224,C00126,,2022-10-08,2022-11-23,O,N,,3,2022-10-08,2022-10-08
1225,1225,C00256,ARCO-2025-00349,2022-01-19,2022-02-06,C,N,,4,2022-01-19,2022-01-27
1226,1226,C00025,ARCO-2023-00102,2023-03-19,2023-05-11,O,N,Urgente,4,2023-03-19,2023-03-29
1227,1227,C00255,ARCO-2023-00357,2024-12-13,2025-03-08,O,N,Pedido complementar,5,2024-12-13,2024-12-18
1228,1228,C00125,ARCO-2023-00308,2025-03-29,2025-06-15,O,N,,18,2025-03-29,2025-04-27
1229,1229,C00073,ARCO-2024-00282,2023-07-16,2023-09-14,C,N,,23,2023-07-16,2023-07-22
1230,1230,C00059,,2024-05-11,2024-05-29,O,N,Reposição,17,2024-05-11,2024-06-07
1231,1231,C00085,,2023-04-27,2023-07-05,C,N,,7,2023-04-27,2023-05-14
1232,1232,C00254,ARCO-2023-00289,2023-01-30,2023-03-04,O,N,,7,2023-01-30,2023-02-07
1233,1233,C00121,ARCO-2022-00225,2023-09-30,2023-12-06,C,N,,3,2023-09-30,2023-10-16
1234,1234,C00221,ARCO-2025-00365,2024-03-15,2024-04-28,C,N,,17,2024-03-15,2024-03-16
1235,1235,C00205,ARCO-2025-00235,2022-12-12,2023-03-10,C,N,,6,2022-12-12,2022-12-15
1236,1236,C00134,ARCo-2023-00155,2022-08-16,2022-10-04,C,N,,7,2022-08-16,2022-08-30
1237,1237,C00092,ARCO-2022-00362,2023-03-15,2023-05-17,O,N,Reposição,8,2023-03-15,2023-03-27
1238,1238,C00061,ARCO-2023-00198,2023-02-11,2023-04-15,O,N,Reposição,7,2023-02-11,2023-02-16
1239,1239,C00205,ARCO-2023-00012,2023-12-01,2024-01-28,C,N,,6,2023-12-01,2023-12-30
1240,1240,C00133,ARCO-2022-00204,2023-05-21,2023-07-23,C,N,,14,2023-05-21,2023-06-05
1241,1241,C00232,ARCO-2025-00137,2023-02-11,2023-04-04,C,N,,6,2023-02-11,2023-02-19
1242,1242,C00174,,2023-12-27,2024-03-03,C,Y,,22,2023-12-27,2023-12-27
1243,1243,C00045,ARCO-2022-00212,2022-10-09,2022-11-12,C,N,,21,2022-10-09,2022-11-08
1244,1244,C00193,,2024-08-23,2024-10-11,O,N,Pedido complementar,9,2024-08-23,2024-09-19
1245,1245,C00228,ARCO-2024-00107,2024-12-22,2025-02-04,C,N,,23,2024-12-22,2025-01-21
1246,1246,C00167,,2025-07-16,2025-09-26,O,N,Reposição,22,2025-07-16,2025-07-22
1247,1247,C00133,ARCO-2023-00367,2022-06-24,2022-08-30,C,Y,,14,2022-06-24,2022-06-26
1248,1248,C00097,ARCO-2023-00355,2022-02-09,2022-03-26,C,N,Pedido complementar,6,2022-02-09,2022-02-17
1249,1249,C00140,ARCO-2022-00243,2022-03-11,2022-03-27,C,N,Urgente,5,2022-03-11,2022-04-09
1250,1250,C00170,ARCO-2022-00296,2025-12-24,2026-01-23,C,N,Reposição,19,2025-12-24,2026-01-23
1251,1251,C00182,ARCO-2022-00314,2024-05-26,2024-08-22,C,N,,3,2024-05-26,2024-06-18
1252,1252,C00244,,2025-11-30,2026-01-29,C,N,,9,2025-11-30,2025-12-05
1253,1253,C00260,ARCo-2025-00007,2025-08-20,2025-10-31,O,N,Urgente,22,2025-08-20,2025-09-07
1254,1254,C00146,ARCO-2025-00164,2023-04-25,2023-06-19,O,N,Pedido complementar,5,2023-04-25,2023-05-01
1255,1255,C00117,,2024-05-15,2024-07-04,C,N,Pedido complementar,4,2024-05-15,2024-05-17
1256,1256,C00024, ARCO-2023-00228,2022-07-31,2022-08-31,C,N,Pedido complementar,11,2022-07-31,2022-08-10
1257,1257,C00230,ARCO-2023-00039,2023-05-06,2023-05-26,C,N,Reposição,7,2023-05-06,2023-05-15
1258,1258,C00145,ARCO-2022-00148,2025-12-16,2026-01-31,C,N,,19,2025-12-16,2026-01-10
1259,1259,C00104,ARCO-2023-00248,2024-12-31,2025-03-16,C,N,Pedido complementar,21,2024-12-31,2025-01-15
1260,1260,C00064,ARCO-2023-00025,2024-04-29,2024-06-24,C,N,Urgente,6,2024-04-29,2024-05-29
1261,1261,C00242,ARCO-2025-00043,2025-02-21,2025-03-24,O,N,Urgente,19,2025-02-21,2025-03-23
1262,1262,C00020,ARCO-2025-00268,2023-07-23,2023-08-16,O,N,Reposição,6,2023-07-23,2023-07-26
1263,1263,C00060,,2022-09-02,2022-09-26,C,N,,7,2022-09-02,2022-09-10
1264,1264,C00196,ARCO-2025-00042,2025-04-08,2025-06-26,O,N,Reposição,4,2025-04-08,2025-04-22
1265,1265,C00186,,2022-12-20,2023-02-11,C,N,Pedido complementar,23,2022-12-20,2023-01-15
1266,1266,C00268,,2025-08-27,2025-10-24,O,N,Pedido complementar,1,2025-08-27,2025-09-17
1267,1267,C00248,,2025-02-19,2025-05-08,C,Y,Urgente,21,2025-02-19,2025-03-08
1268,1268,C00062,ARCO-2025-00175,2023-11-16,2023-12-13,O,N,Pedido complementar,3,2023-11-16,2023-12-09
1269,1269,C00016,ARCO-2023-00084,2024-04-11,2024-06-26,C,N,,10,2024-04-11,2024-04-30
1270,1270,C00210,ARCO-2024-00211,2022-10-31,2023-01-23,C,N,Pedido complementar,23,2022-10-31,2022-11-26
1271,1271,C00105,ARCO-2023-00111,2025-08-17,2025-10-17,C,N,,17,2025-08-17,2025-08-29
