id_nf,numero_nf,serie_nf,id_pedido_erp_b,cnpj_cliente,nome_cliente,dt_emissao,valor_total,valor_impostos,cnpj_transportadora,nome_transportadora,codigo_rastreio,dt_prevista_entrega,dt_entrega_real,status_entrega,qtd_entregue,dt_criacao
541,NF-000541,1,668,47.143.455/8122-36,Fonseca Centro Educacional,2025-05-28,884.06,2441.73,77546296934721,Jadlog,OHQCCOOS0NECO,2025-06-15,,extraviado,261,2025-05-28 00:00:00
542,NF-000542,1,417,46554947170999,da Mota Aparecida S/A,2023-07-12,29112.46,221.33,77546296934721,Jadlog,X73EU2VHT828O,2023-07-28,,devolvido,3,2023-07-13 00:00:00
543,NF-000543,1,848,78596969155792,Costela - ME,2022-07-02,21136.96,465.02,55481244322208,Correios,J82H283X4NC2T,2022-07-16,,devolvido,7,2022-07-02 00:00:00
544,NF-000544,2,743,36.193.990/9169-98,Vargas Instituto,2024-01-11,27059.04,1814.49,55481244322208,Correios,PUF0H8LZ6JISM,2024-01-23,2024-02-07,entregue,79,2024-01-11 00:00:00
545,NF-000545,1,842,66.882.634/3517-51,Moraes Colégio,2024-03-12,11414.14,893.02,50842145100973,Total Express,8AW57TB67ADRE,2024-03-18,,extraviado,62,2024-03-12 00:00:00
546,NF-000546,1,698,58.657.809/1343-16,Farias Escola,2024-04-21,46494.4,4126.6,52000633388700,Sequoia Log,AGXW8YG16L0IF,2024-05-04,,devolvido,8,2024-04-21 00:00:00
547,NF-000547,1,494,50.643.171/3900-53,Carvalho Escola,2025-06-23,25805.42,3651.02,50842145100973,Total Express,RPOKFR7PZHB79,2025-07-12,,devolvido,111,2025-06-24 00:00:00
548,NF-000548,2,74,09.130.756/2636-89,Alves Escola,2025-07-27,32763.09,1487.55,52000633388700,Sequoia Log,3RFA6Q5ROUA7I,2025-08-11,,aguardando_coleta,153,2025-07-28 00:00:00
549,NF-000549,1,864,97700886008484,Guerra,2024-01-21,22841.32,4918.64,52000633388700,Sequoia Log,FN9BVOI3N2QUG,2024-02-07,,devolvido,178,2024-01-22 00:00:00
550,NF-000550,3,742,89.113.529/0965-61,Farias,2022-10-30,5273.63,1657.39,07901319850452,Braspress,E6F8GJSY9X3YH,2022-11-07,2022-11-13,entregue,361,2022-10-31 00:00:00
551,NF-000551,1,955,46.156.793/3410-16,Sá S/A,2022-03-23,2946.7,3280.61,52000633388700,Sequoia Log,TGIV6VREJAK3H,2022-04-09,,em_transito,57,2022-03-23 00:00:00
552,NF-000552,3,730,45494808313678,Lopes Instituto,2025-03-11,27710.0,4936.45,55481244322208,Correios,ZDP6CHCV8WVZT,2025-03-18,,em_transito,8,2025-03-12 00:00:00
553,NF-000553,2,1085,18.702.621/7459-61,da Conceição S/A,2024-02-05,13145.21,1972.11,77546296934721,Jadlog,ZV1PIXR16E2R9,2024-02-23,,extraviado,45,2024-02-06 00:00:00
554,NF-000554,3,30,23.046.184/9926-18,Barbosa Escola,2025-01-07,33348.24,3549.55,77546296934721,Jadlog,6GEFMIEX6U1L9,2025-01-25,,devolvido,308,2025-01-07 00:00:00
555,NF-000555,1,60,98.169.340/6088-35,Azevedo,2025-12-17,25863.9,1831.21,52000633388700,Sequoia Log,V2MMQDY1P8WEE,2025-12-23,2026-01-01,entregue,364,2025-12-18 00:00:00
556,NF-000556,1,791,42.388.496/9653-28,Câmara Instituto,2023-05-01,31742.56,1992.78,77546296934721,Jadlog,RP1CXWO31AXHZ,2023-05-10,,devolvido,78,2023-05-02 00:00:00
557,NF-000557,1,534,46.554.947/1709-99,da Mota Aparecida S/A,2024-12-17,16527.71,422.11,77546296934721,Jadlog,34XX4F0ZCGP78,2025-01-04,,extraviado,9,2024-12-18 00:00:00
558,NF-000558,1,688,62.120.216/9797-29,Pastor Centro Educacional,2023-10-21,3964.41,2422.65,77546296934721,Jadlog,OP6VD4JETGF7P,2023-10-31,2023-11-07,entregue,314,2023-10-22 00:00:00
559,NF-000559,1,345,89.113.529/0965-61,Farias,2025-09-13,21369.97,4800.02,07901319850452,Braspress,GJPXLVLB8DL89,2025-09-22,,em_transito,12,2025-09-13 00:00:00
560,NF-000560,1,515,11.526.218/1599-70,Mendonça Cunha Ltda.,2024-03-03,48497.06,865.8,50842145100973,Total Express,RAF45UO3V6FTV,2024-03-11,,devolvido,217,2024-03-04 00:00:00
561,NF-000561,2,137,39.868.000/2578-72,Guerra Farias Ltda.,2024-09-09,12631.11,3831.37,52000633388700,Sequoia Log,PY0B864X5G5B0,2024-09-15,,em_transito,154,2024-09-10 00:00:00
562,NF-000562,2,255,64.235.369/3785-47,Melo Pimenta S/A,2023-05-06,30394.29,1804.55,50842145100973,Total Express,LQACHLWKCYOPU,2023-05-23,,aguardando_coleta,51,2023-05-06 00:00:00
563,NF-000563,1,173,86.571.918/2619-90,das Colégio,2023-07-06,42338.66,3167.1,07901319850452,Braspress,BXKT6AWNQZ9BE,2023-07-23,,aguardando_coleta,245,2023-07-06 00:00:00
564,NF-000564,1,234,98.687.277/4348-73,Pacheco,2023-01-08,12569.56,1204.96,50842145100973,Total Express,FGLZN5W1N2W10,2023-01-20,,em_transito,1,2023-01-09 00:00:00
565,NF-000565,3,522,29.667.066/2532-44,Azevedo,2024-06-22,18274.22,558.67,07901319850452,Braspress,DH6NV8PHD8XC2,2024-06-28,,extraviado,226,2024-06-23 00:00:00
566,NF-000566,3,1035,25.871.397/1870-72,Sampaio Colégio,2024-06-10,26339.19,152.91,77546296934721,Jadlog,YA4DM21O3NAZ5,2024-06-18,,em_transito,80,2024-06-11 00:00:00
567,NF-000567,3,128,74.529.912/4190-49,Novaes Instituto,2024-12-08,6797.11,369.15,55481244322208,Correios,9PN1QRXG4U0WU,2024-12-15,,aguardando_coleta,105,2024-12-08 00:00:00
568,NF-000568,1,410,68548709986162,Borges Instituto,2025-07-26,43513.02,2790.22,52000633388700,Sequoia Log,YYVG8QVVOJU7A,2025-08-07,2025-08-13,entregue,206,2025-07-27 00:00:00
569,NF-000569,1,754,56.924.593/7526-54,Porto da Mota - EI,2024-05-13,20949.08,1681.86,52000633388700,Sequoia Log,93QBIMB21IVQF,2024-05-28,,devolvido,31,2024-05-13 00:00:00
570,NF-000570,1,116,20.969.029/5939-17,Borges da Mota - ME,2023-06-16,28697.49,1650.04,07901319850452,Braspress,1XJZJICIG1VMI,2023-06-29,2023-06-19,entregue,165,2023-06-17 00:00:00
571,NF-000571,2,592,62.462.873/3427-08,Macedo Escola,2025-08-25,24762.33,3630.58,52000633388700,Sequoia Log,V7V0H19GK9ZUY,2025-09-06,2025-09-24,entregue,190,2025-08-25 00:00:00
572,NF-000572,1,5,42388496965328,Câmara Instituto,2024-05-23,3929.77,2709.85,07901319850452,Braspress,D532H3YL76JWH,2024-06-03,,aguardando_coleta,100,2024-05-23 00:00:00
573,NF-000573,1,253,40781618495931,Pastor Instituto,2024-01-02,12025.72,2440.35,77546296934721,Jadlog,6RP8APAHMTVDY,2024-01-18,,aguardando_coleta,452,2024-01-02 00:00:00
574,NF-000574,1,244,67528953926442,Duarte,2022-10-02,17727.7,2745.47,50842145100973,Total Express,UZM5NBYWV2C91,2022-10-18,2022-10-19,entregue,621,2022-10-03 00:00:00
575,NF-000575,1,833,74.315.274/2054-93,Fonseca Lopes S/A,2025-05-04,48388.21,2925.64,52000633388700,Sequoia Log,C06VCVWX5OUAE,2025-05-09,,em_transito,65,2025-05-04 00:00:00
576,NF-000576,1,925,58.549.733/4843-44,Andrade Escola,2022-03-22,44785.9,3186.48,50842145100973,Total Express,LY8MN2O4YX0VG,2022-04-02,,devolvido,262,2022-03-22 00:00:00
577,NF-000577,1,674,00.479.748/0162-45,Câmara,2022-04-13,4389.83,4421.16,77546296934721,Jadlog,T2WSFNRWMLXKE,2022-04-25,,devolvido,68,2022-04-14 00:00:00
578,NF-000578,1,975,21699586693465,Barbosa Instituto,2023-08-07,5670.72,4533.46,07901319850452,Braspress,03YXTIAL3C1KR,2023-08-23,2023-08-19,entregue,174,2023-08-07 00:00:00
579,NF-000579,1,1013,05.766.270/2895-17,Santos Colégio,2022-11-11,20814.35,1385.98,77546296934721,Jadlog,P9DPE7U4JMVBJ,2022-11-22,,extraviado,201,2022-11-12 00:00:00
580,NF-000580,3,440,39.868.000/2578-72,Guerra Farias Ltda.,2025-03-02,42579.09,4746.08,07901319850452,Braspress,289NF3MHTBCXM,2025-03-10,2025-03-31,entregue,718,2025-03-02 00:00:00
581,NF-000581,3,390,80.940.244/5502-29,Sampaio Escola,2023-05-07,34308.98,2646.37,07901319850452,Braspress,AQN9F6DQ4LZ33,2023-05-13,2023-05-05,entregue,328,2023-05-07 00:00:00
582,NF-000582,3,286,62185016315999,Marques Instituto,2024-10-23,31660.52,3112.3,55481244322208,Correios,Q3G5RJ4RBB0CO,2024-11-01,,em_transito,17,2024-10-24 00:00:00
583,NF-000583,1,722,03.413.164/7525-53,Alves Instituto,2023-05-18,2441.66,4432.06,77546296934721,Jadlog,U7F6FDZ1X7RM0,2023-06-07,,extraviado,133,2023-05-19 00:00:00
584,NF-000584,1,439,46.156.793/3410-16,Sá S/A,2023-08-15,5615.03,4439.0,77546296934721,Jadlog,UR5QQ4BL9Q6Y8,2023-09-01,,em_transito,62,2023-08-15 00:00:00
585,NF-000585,1,1146,99799552717744,Leão Escola,2024-11-22,49301.4,4702.36,55481244322208,Correios,WHSZZZOUV6149,2024-12-01,,aguardando_coleta,244,2024-11-23 00:00:00
586,NF-000586,1,308,80.737.416/7243-42,da Centro Educacional,2025-12-22,44013.62,1991.11,50842145100973,Total Express,XXLYKJ7GE22CQ,2026-01-01,,devolvido,213,2025-12-22 00:00:00
587,NF-000587,2,143,37.575.844/1986-65,Peixoto - ME,2023-04-22,18819.5,4256.77,07901319850452,Braspress,75PVGQP3UACYC,2023-04-30,,extraviado,119,2023-04-23 00:00:00
588,NF-000588,1,1064,46773782639821,Câmara Instituto,2024-03-19,19704.26,2807.22,50842145100973,Total Express,3YVM2NS6UN8LN,2024-04-08,,em_transito,227,2024-03-20 00:00:00
589,NF-000589,2,33,43524082400842,Porto,2022-06-16,28665.11,4414.31,07901319850452,Braspress,2NMXPMA45W01G,2022-06-26,,aguardando_coleta,330,2022-06-16 00:00:00
590,NF-000590,1,857,16.453.521/8188-35,Guerra Campos - EI,2023-01-19,37868.85,3777.43,52000633388700,Sequoia Log,XB7APIUYZCYIY,2023-01-27,,em_transito,256,2023-01-19 00:00:00
591,NF-000591,3,1036,56924593752654,Porto da Mota - EI,2024-09-20,23414.37,833.11,50842145100973,Total Express,BCOLJHRB1XJQ3,2024-10-03,,devolvido,384,2024-09-21 00:00:00
592,NF-000592,2,125,99799552717744,Leão Escola,2022-05-18,38251.73,331.14,52000633388700,Sequoia Log,QT83VKQNF8CUS,2022-06-02,,aguardando_coleta,147,2022-05-19 00:00:00
593,NF-000593,3,1123,06537947383473,Azevedo Escola,2023-05-17,12364.46,302.05,07901319850452,Braspress,5SL8S79RPHJ4F,2023-05-30,,aguardando_coleta,252,2023-05-18 00:00:00
594,NF-000594,1,874,71.012.269/1669-78,Pastor,2023-11-19,34641.14,4501.57,52000633388700,Sequoia Log,MB6RAIXBPSW2C,2023-11-28,,em_transito,136,2023-11-20 00:00:00
595,NF-000595,1,777,25.871.397/1870-72,Sampaio Colégio,2022-08-22,5695.29,3939.22,55481244322208,Correios,3FCZIT85D4TQG,2022-09-04,2022-09-05,entregue,285,2022-08-23 00:00:00
596,NF-000596,1,367,89113529096561,Farias,2024-11-08,42289.31,4316.48,07901319850452,Braspress,EB2WFNJ62OV6B,2024-11-23,,extraviado,84,2024-11-08 00:00:00
597,NF-000597,3,606,50.821.486/2890-23,Fogaça Instituto,2022-03-16,25530.72,1937.42,07901319850452,Braspress,PRGE49ZJQ1JAQ,2022-03-29,2022-04-01,entregue,330,2022-03-16 00:00:00
598,NF-000598,3,278,25871397187072,Sampaio Colégio,2022-02-08,18407.58,1196.83,52000633388700,Sequoia Log,5AMB0C4NPHURC,2022-02-14,,devolvido,55,2022-02-08 00:00:00
599,NF-000599,3,525,82417248251353,da Rosa Albuquerque e Filhos,2022-05-29,8309.85,4442.17,52000633388700,Sequoia Log,L9ZZ4VVLK8CIF,2022-06-11,,devolvido,19,2022-05-29 00:00:00
600,NF-000600,2,554,44.310.698/7205-06,Peixoto Instituto,2025-02-02,35227.17,649.16,50842145100973,Total Express,OY9ITKAL8B366,2025-02-22,,devolvido,132,2025-02-03 00:00:00
601,NF-000601,1,744,47743490211586,da Costa e Filhos,2024-07-26,10348.9,3805.38,50842145100973,Total Express,5LSAO3ROXCF72,2024-08-04,2024-08-03,entregue,460,2024-07-27 00:00:00
602,NF-000602,1,913,09.130.756/2636-89,Alves Escola,2022-11-21,18737.4,2132.51,50842145100973,Total Express,ARAOUYZ9P9S3M,2022-12-02,2022-12-10,entregue,17,2022-11-21 00:00:00
603,NF-000603,2,1098,18.702.621/7459-61,da Conceição S/A,2024-11-14,27127.61,2689.8,52000633388700,Sequoia Log,I1P11FY6HRC82,2024-11-26,,devolvido,264,2024-11-14 00:00:00
604,NF-000604,1,236,21699586693465,Barbosa Instituto,2024-03-11,25401.18,809.03,55481244322208,Correios,LZIOUPA8XB7MZ,2024-03-26,,aguardando_coleta,94,2024-03-12 00:00:00
605,NF-000605,1,1068,53.556.093/2048-99,Casa Colégio,2025-03-11,40219.33,535.49,55481244322208,Correios,X9Z3CC0QGF2RQ,2025-03-29,,em_transito,222,2025-03-12 00:00:00
606,NF-000606,2,830,99.799.552/7177-44,Leão Escola,2025-08-26,49994.9,871.58,50842145100973,Total Express,5ZR6ASW4ONNBY,2025-09-13,,em_transito,38,2025-08-26 00:00:00
607,NF-000607,1,924,10433218196001,Alves Colégio,2025-04-11,17188.82,1057.01,52000633388700,Sequoia Log,KEJ1OU4XURJU0,2025-04-21,,devolvido,130,2025-04-12 00:00:00
608,NF-000608,2,1167,78.596.969/1557-92,Costela - ME,2025-03-31,17645.18,460.37,55481244322208,Correios,3GIIR4W4L3MHZ,2025-04-14,2025-04-30,entregue,418,2025-04-01 00:00:00
609,NF-000609,3,105,00.479.748/0162-45,Câmara,2024-08-22,30602.65,924.77,50842145100973,Total Express,U3ZZDLX6PC67V,2024-09-06,,em_transito,150,2024-08-23 00:00:00
610,NF-000610,2,746,60.083.505/8300-33,Melo Instituto,2025-02-06,11096.82,1491.15,52000633388700,Sequoia Log,MIX3BZUPEC35X,2025-02-23,,aguardando_coleta,14,2025-02-06 00:00:00
611,NF-000611,1,414,31.027.868/1447-39,Novais Escola,2025-10-02,37633.76,1082.36,52000633388700,Sequoia Log,LKEYF4X2YCEWL,2025-10-15,,devolvido,65,2025-10-03 00:00:00
612,NF-000612,1,198,50.643.171/3900-53,Carvalho Escola,2022-10-28,20890.01,4401.2,52000633388700,Sequoia Log,MXT44NDPSL73N,2022-11-12,,devolvido,58,2022-10-28 00:00:00
613,NF-000613,1,542,37770143634957,Marques Escola,2022-02-01,35715.39,3167.69,50842145100973,Total Express,6NA4E461DOVNN,2022-02-19,,em_transito,116,2022-02-02 00:00:00
614,NF-000614,2,197,19656523413899,Teixeira Colégio,2023-07-14,39075.56,427.92,50842145100973,Total Express,GA6TNHUE1LY7X,2023-08-01,,extraviado,141,2023-07-15 00:00:00
615,NF-000615,3,701,80940244550229,Sampaio Escola,2024-09-27,31083.41,4244.97,07901319850452,Braspress,QQRY4WE5ESCXF,2024-10-15,,aguardando_coleta,145,2024-09-28 00:00:00
616,NF-000616,2,383,39.690.784/4736-47,da Costa Castro S.A.,2024-06-19,16428.97,4164.6,55481244322208,Correios,NU4KGSNS8QSWK,2024-07-06,,devolvido,284,2024-06-20 00:00:00
617,NF-000617,1,1158,93.618.324/2102-49,Barros Colégio,2022-05-19,18097.68,241.98,07901319850452,Braspress,YKVO40IEK8BYO,2022-06-05,,extraviado,95,2022-05-19 00:00:00
618,NF-000618,1,933,53.074.505/4447-13,Melo Centro Educacional,2024-09-29,7921.43,931.12,52000633388700,Sequoia Log,Z1SD9EZJ4HIO5,2024-10-05,,aguardando_coleta,71,2024-09-30 00:00:00
619,NF-000619,3,1077,86.790.874/0640-39,Novaes Escola,2025-02-19,9713.33,3805.51,52000633388700,Sequoia Log,OATMQTOCTYD51,2025-03-08,,extraviado,234,2025-02-19 00:00:00
620,NF-000620,2,596,61.201.836/6752-54,Cassiano Escola,2024-12-16,38500.15,1881.54,77546296934721,Jadlog,QKSIINTYSAACZ,2024-12-26,,em_transito,227,2024-12-17 00:00:00
621,NF-000621,3,485,94.043.898/3640-37,da Instituto,2023-03-26,6540.03,2469.87,50842145100973,Total Express,9GO0XVJFFD90Q,2023-04-08,2023-04-16,entregue,301,2023-03-26 00:00:00
622,NF-000622,1,738,64235369378547,Melo Pimenta S/A,2025-06-21,11730.39,1969.58,52000633388700,Sequoia Log,45YYLQ2SWSX09,2025-06-30,,aguardando_coleta,162,2025-06-21 00:00:00
623,NF-000623,3,475,66.912.517/7852-89,Fonseca Instituto,2022-07-29,11179.19,2290.37,52000633388700,Sequoia Log,17J3G7HCJOTMB,2022-08-04,,devolvido,116,2022-07-29 00:00:00
624,NF-000624,3,617,09.010.016/7618-47,Azevedo - ME,2025-03-26,49600.41,4503.77,55481244322208,Correios,ACBBFKCNBOWCD,2025-04-07,2025-04-01,entregue,67,2025-03-27 00:00:00
625,NF-000625,1,217,43.303.654/1458-68,Rodrigues Colégio,2022-12-23,1990.99,1829.19,50842145100973,Total Express,FTB998TBRRIC9,2023-01-10,,devolvido,378,2022-12-23 00:00:00
626,NF-000626,2,678,27.279.568/7833-91,Rios Colégio,2022-05-27,36065.03,131.73,77546296934721,Jadlog,LO7NUZUMVG5I0,2022-06-16,,extraviado,13,2022-05-27 00:00:00
627,NF-000627,2,854,03.579.727/9855-24,da Centro Educacional,2023-02-15,39082.16,2556.81,07901319850452,Braspress,NZAYBJV87J9FN,2023-03-01,,extraviado,173,2023-02-15 00:00:00
628,NF-000628,1,484,35.408.386/6317-79,da Luz Ribeiro S/A,2023-05-03,49007.61,912.53,55481244322208,Correios,N305R0L59K5HG,2023-05-14,,extraviado,5,2023-05-04 00:00:00
629,NF-000629,2,136,61201836675254,Cassiano Escola,2022-04-26,37502.1,3627.08,77546296934721,Jadlog,NFSS9EA4D1MWA,2022-05-06,2022-05-05,entregue,268,2022-04-26 00:00:00
630,NF-000630,3,448,43.292.712/9666-67,Albuquerque - EI,2024-08-22,12758.67,2131.76,07901319850452,Braspress,IA30TGIWFCD5F,2024-09-11,,extraviado,191,2024-08-22 00:00:00
631,NF-000631,1,1066,39.868.000/2578-72,Guerra Farias Ltda.,2022-10-25,28922.76,843.08,50842145100973,Total Express,D08D191VCQTY0,2022-11-12,,aguardando_coleta,29,2022-10-25 00:00:00
632,NF-000632,3,419,69.725.217/5250-07,Porto Sá - ME,2024-12-06,27953.52,4394.75,50842145100973,Total Express,W3GTY9L1QBRIU,2024-12-16,,extraviado,290,2024-12-07 00:00:00
633,NF-000633,3,998,09130756263689,Alves Escola,2023-12-30,40138.16,806.06,07901319850452,Braspress,0BJIEW4K932KA,2024-01-13,,devolvido,23,2023-12-30 00:00:00
634,NF-000634,1,384,74.529.912/4190-49,Novaes Instituto,2022-03-11,35257.33,1487.08,52000633388700,Sequoia Log,3RHA2LQGWLDB3,2022-03-31,,extraviado,54,2022-03-12 00:00:00
635,NF-000635,1,434,25.871.397/1870-72,Sampaio Colégio,2023-09-28,14481.56,2854.95,55481244322208,Correios,WQ2GPQ0JFF2MS,2023-10-15,2023-10-09,entregue,161,2023-09-28 00:00:00
636,NF-000636,3,71,72624731781080,Garcia Escola,2022-08-25,22095.32,3796.17,77546296934721,Jadlog,A0TP51KM4S3OB,2022-09-05,,aguardando_coleta,335,2022-08-25 00:00:00
637,NF-000637,3,737,51.256.746/8071-54,Cunha,2025-03-01,11285.27,901.12,50842145100973,Total Express,PWH0YNZ06AXU5,2025-03-12,,devolvido,207,2025-03-01 00:00:00
638,NF-000638,2,121,18.644.925/1925-46,Sá Escola,2025-06-25,17625.04,4424.38,77546296934721,Jadlog,ENCC4HR89MH2G,2025-07-01,,extraviado,323,2025-06-25 00:00:00
639,NF-000639,3,154,77.221.704/3030-54,Montenegro,2022-05-31,21509.86,1127.35,50842145100973,Total Express,QOCQGH6CJNN5Z,2022-06-07,,aguardando_coleta,298,2022-05-31 00:00:00
640,NF-000640,1,582,99.371.240/6596-57,Sá,2023-08-18,22128.3,4797.16,55481244322208,Correios,HN6R8TOJ13TYY,2023-08-25,2023-09-17,entregue,305,2023-08-18 00:00:00
641,NF-000641,1,310,06.797.403/4471-34,Araújo Escola,2023-10-09,18897.54,4897.51,55481244322208,Correios,501ILVZATC5JX,2023-10-24,,em_transito,101,2023-10-10 00:00:00
642,NF-000642,3,729,61.379.180/5526-96,da Cunha,2022-04-28,49456.93,2206.86,52000633388700,Sequoia Log,I5YASUFF6M2UG,2022-05-13,,devolvido,402,2022-04-29 00:00:00
643,NF-000643,3,595,29.668.516/1227-53,Pinto Colégio,2024-01-20,32412.31,3700.8,50842145100973,Total Express,L33ST6JFRLRAO,2024-01-28,,extraviado,341,2024-01-21 00:00:00
644,NF-000644,1,819,71.012.269/1669-78,Pastor,2024-04-02,28896.27,68.17,55481244322208,Correios,12TYEVCKG6XRT,2024-04-13,,devolvido,161,2024-04-02 00:00:00
645,NF-000645,1,1112,98.169.340/6088-35,Azevedo,2024-08-04,21591.38,116.46,77546296934721,Jadlog,WOKC7IPQOR9NH,2024-08-20,,aguardando_coleta,146,2024-08-04 00:00:00
646,NF-000646,1,169,60898992172233,Sales Instituto,2025-05-05,32751.2,1726.55,07901319850452,Braspress,J2X4E3O5QRY6Y,2025-05-14,,extraviado,61,2025-05-05 00:00:00
647,NF-000647,3,1000,75564641708053,Gomes - ME,2022-03-24,16862.83,1778.66,52000633388700,Sequoia Log,W5QEOW2XE3167,2022-04-02,,extraviado,39,2022-03-25 00:00:00
648,NF-000648,3,1042,46.263.838/0657-87,Mendonça Escola,2024-03-08,5987.39,685.7,52000633388700,Sequoia Log,B9DVL3UCZAOZV,2024-03-17,,devolvido,251,2024-03-09 00:00:00
649,NF-000649,3,953,44310698720506,Peixoto Instituto,2022-07-14,22544.47,361.04,52000633388700,Sequoia Log,T07EVC8USAO70,2022-07-31,,extraviado,21,2022-07-15 00:00:00
650,NF-000650,1,157,61.115.542/6221-89,Cunha Instituto,2025-11-07,8092.73,3152.02,52000633388700,Sequoia Log,OLPMR1RW7XGOA,2025-11-13,,em_transito,10,2025-11-08 00:00:00
651,NF-000651,3,574,28498776945314,Vargas Escola,2023-06-11,9704.32,2967.84,55481244322208,Correios,REZKJJEUOFKE7,2023-06-19,2023-06-29,entregue,167,2023-06-11 00:00:00
652,NF-000652,1,969,16453521818835,Guerra Campos - EI,2024-12-02,38090.26,2178.43,77546296934721,Jadlog,RQ0SNV38QA7JM,2024-12-20,2024-12-26,entregue,240,2024-12-02 00:00:00
653,NF-000653,3,644,22.680.182/4225-35,Fogaça Centro Educacional,2024-01-05,48110.87,4020.69,55481244322208,Correios,61ZTMF9ME4BIX,2024-01-23,2024-01-16,entregue,227,2024-01-05 00:00:00
654,NF-000654,1,881,59.774.688/6239-24,Freitas da Paz S.A.,2025-06-09,28125.69,3541.45,77546296934721,Jadlog,FAQXHEW8T73BP,2025-06-22,,aguardando_coleta,263,2025-06-09 00:00:00
655,NF-000655,1,429,07.581.814/1247-82,Nogueira Instituto,2025-09-12,25526.42,2833.59,55481244322208,Correios,I9QB5K8UJ0B8H,2025-09-18,,extraviado,18,2025-09-13 00:00:00
656,NF-000656,3,1177,58.997.571/1305-54,Machado,2023-02-06,46963.01,963.31,52000633388700,Sequoia Log,450OUCK2T2MAQ,2023-02-20,,em_transito,280,2023-02-06 00:00:00
657,NF-000657,2,1183,43.524.082/4008-42,Porto,2024-11-13,31917.42,4753.63,52000633388700,Sequoia Log,G9ITRTDTEE45Z,2024-11-23,,devolvido,184,2024-11-13 00:00:00
658,NF-000658,1,97,35.403.317/3936-38,Borges,2022-07-15,45070.27,3945.44,07901319850452,Braspress,D8QWMQNCJTZMN,2022-07-27,,aguardando_coleta,303,2022-07-15 00:00:00
659,NF-000659,3,1128,00.623.120/3875-09,Silva Instituto,2022-03-14,2487.9,4887.1,50842145100973,Total Express,8GDDWOP43HBKK,2022-03-23,,em_transito,18,2022-03-14 00:00:00
660,NF-000660,2,34,50.142.940/1965-56,Andrade Dias - ME,2022-11-24,21469.8,3667.55,52000633388700,Sequoia Log,KNGHS72DF8GAW,2022-12-08,,aguardando_coleta,180,2022-11-25 00:00:00
661,NF-000661,1,246,80940244550229,Sampaio Escola,2022-06-25,27777.66,4731.06,50842145100973,Total Express,O2N8YMITRNN2I,2022-07-14,,extraviado,108,2022-06-26 00:00:00
662,NF-000662,1,764,53394210470952,Fogaça Escola,2024-10-11,20843.13,179.81,55481244322208,Correios,QM0IMQ8XUC9BJ,2024-10-19,2024-11-08,entregue,209,2024-10-12 00:00:00
663,NF-000663,1,513,93.618.324/2102-49,Barros Colégio,2024-08-21,15691.81,1007.54,52000633388700,Sequoia Log,SHIQ4ZKQREBFC,2024-09-01,,extraviado,189,2024-08-22 00:00:00
664,NF-000664,1,1113,43842797881914,Leão,2023-10-05,37564.23,4130.03,77546296934721,Jadlog,PSVSF7WQH11WE,2023-10-14,,aguardando_coleta,50,2023-10-05 00:00:00
665,NF-000665,3,724,98.169.340/6088-35,Azevedo,2024-04-20,42140.56,4433.86,07901319850452,Braspress,NPWAYGVIFIZL7,2024-05-08,2024-05-18,entregue,85,2024-04-20 00:00:00
666,NF-000666,1,511,69.284.511/5447-96,da Mota,2024-05-05,26235.51,850.81,55481244322208,Correios,NL8KYVEJ11PJY,2024-05-17,,aguardando_coleta,265,2024-05-05 00:00:00
667,NF-000667,1,636,57.437.489/6910-85,Correia Centro Educacional,2024-07-02,21320.11,1918.33,77546296934721,Jadlog,A30NLPWNXEK8Y,2024-07-21,,extraviado,6,2024-07-02 00:00:00
668,NF-000668,3,619,70.283.857/8652-78,da Luz S.A.,2023-10-09,25358.62,2807.27,07901319850452,Braspress,P6UZOX30Y1XR7,2023-10-28,,aguardando_coleta,58,2023-10-10 00:00:00
669,NF-000669,2,634,50.821.486/2890-23,Fogaça Instituto,2022-10-24,9396.9,3864.2,77546296934721,Jadlog,IQC72JFB527QH,2022-11-06,,devolvido,210,2022-10-24 00:00:00
670,NF-000670,3,979,20.455.611/0022-55,Vasconcelos Colégio,2025-01-10,19893.73,3341.17,52000633388700,Sequoia Log,1MBXXA3389B3R,2025-01-24,,aguardando_coleta,77,2025-01-11 00:00:00
671,NF-000671,1,1097,35.403.317/3936-38,Borges,2024-04-28,12570.54,3372.28,07901319850452,Braspress,03PG0MGUM2D0H,2024-05-11,,extraviado,2,2024-04-29 00:00:00
672,NF-000672,3,25,69993867749649,Almeida Colégio,2025-06-09,22407.87,4381.08,50842145100973,Total Express,6ESH5SXD1MHN0,2025-06-28,,extraviado,44,2025-06-09 00:00:00
673,NF-000673,2,919,78.390.847/0076-61,Aragão Escola,2024-02-19,22205.03,874.65,50842145100973,Total Express,W8BRSV14OIIPU,2024-02-24,,devolvido,150,2024-02-19 00:00:00
674,NF-000674,2,298,74.529.912/4190-49,Novaes Instituto,2023-02-19,32572.88,2799.92,07901319850452,Braspress,IVMD75P7Z9Z6E,2023-03-11,,devolvido,27,2023-02-20 00:00:00
675,NF-000675,1,715,89944171545444,da Mota,2023-01-08,5932.72,60.97,77546296934721,Jadlog,HXRWY8PZG8YNT,2023-01-17,,aguardando_coleta,7,2023-01-09 00:00:00
