id,subject,description,status,priority,type,requester_id,submitter_id,assignee_id,organization_id,tags,custom_field_order_ref,custom_field_cnpj,satisfaction_score,satisfaction_comment,created_at,updated_at,solved_at,due_at
120,Pagamento duplicado,Descrição do problema: pagamento duplicado. Escola solicita resolução.,solved,low,task,278,278,391,202,atraso senha devolução erro_sistema,442,7141014974,good,,2024-03-19 00:00:00,2024-04-01 00:00:00,2024-03-19 00:00:00,2024-03-26 00:00:00
121,Suporte técnico - plataforma,Descrição do problema: suporte técnico - plataforma. Escola solicita resolução.,open,urgent,task,378,378,453,294,plataforma devolução urgente,539,,,,2023-03-10 00:00:00,2023-03-27 00:00:00,,2023-03-16 00:00:00
122,Material danificado,Descrição do problema: material danificado. Escola solicita resolução.,closed,high,question,312,312,478,258,devolução falta_material entrega,,,good,,2025-05-17 00:00:00,2025-06-14 00:00:00,2025-05-25 00:00:00,2025-05-18 00:00:00
123,Acesso à plataforma digital,Descrição do problema: acesso à plataforma digital. Escola solicita resolução.,open,normal,problem,78,78,388,81,cancelamento urgente,,,,,2025-09-07 00:00:00,2025-10-03 00:00:00,,2025-09-08 00:00:00
124,Troca de material,Descrição do problema: troca de material. Escola solicita resolução.,closed,normal,problem,286,286,415,157,financeiro boleto,,46.623.872/9105-00,,,2022-12-21 00:00:00,2022-12-28 00:00:00,2022-12-28 00:00:00,2022-12-26 00:00:00
125,Atraso na entrega,Descrição do problema: atraso na entrega. Escola solicita resolução.,solved,low,question,152,152,460,12,atraso senha material_danificado financeiro,,,,,2023-11-02 00:00:00,2023-11-21 00:00:00,2023-11-19 00:00:00,2023-11-06 00:00:00
126,Atraso na entrega,Descrição do problema: atraso na entrega. Escola solicita resolução.,pending,normal,incident,116,116,428,77,troca financeiro pagamento senha,,38.270.760/4836-23,,,2022-05-11 00:00:00,2022-05-29 00:00:00,,2022-05-13 00:00:00
127,Nota fiscal com erro,Descrição do problema: nota fiscal com erro. Escola solicita resolução.,pending,high,incident,364,364,398,80,acesso atraso nota_fiscal,,03.355.478/1882-56,,,2023-06-03 00:00:00,2023-06-18 00:00:00,,2023-06-06 00:00:00
128,Pagamento duplicado,Descrição do problema: pagamento duplicado. Escola solicita resolução.,solved,low,question,278,278,395,202,contrato,,,good,,2022-10-19 00:00:00,2022-10-25 00:00:00,2022-10-19 00:00:00,2022-10-26 00:00:00
129,Problema de login,Descrição do problema: problema de login. Escola solicita resolução.,closed,urgent,problem,188,188,384,81,cancelamento urgente plataforma,,,bad,,2025-06-12 00:00:00,2025-06-28 00:00:00,2025-06-13 00:00:00,2025-06-16 00:00:00
130,Nota fiscal com erro,Descrição do problema: nota fiscal com erro. Escola solicita resolução.,solved,high,question,178,178,384,,falta_material,,,,,2022-11-06 00:00:00,2022-11-26 00:00:00,2022-11-22 00:00:00,2022-11-13 00:00:00
131,Material danificado,Descrição do problema: material danificado. Escola solicita resolução.,closed,low,question,236,236,396,120,material_danificado erro_sistema,863,,bad,Demorou muito,2022-09-29 00:00:00,2022-10-04 00:00:00,2022-10-01 00:00:00,2022-10-03 00:00:00
132,Erro no sistema,Descrição do problema: erro no sistema. Escola solicita resolução.,pending,low,incident,81,81,438,173,material_danificado suporte_técnico,,,,,2024-08-31 00:00:00,2024-09-19 00:00:00,,2024-09-07 00:00:00
133,Troca de material,Descrição do problema: troca de material. Escola solicita resolução.,new,high,incident,345,345,393,97,cancelamento suporte_técnico entrega,,,,,2022-12-24 00:00:00,2023-01-04 00:00:00,,2022-12-28 00:00:00
134,Pagamento duplicado,Descrição do problema: pagamento duplicado. Escola solicita resolução.,solved,low,task,176,176,455,267,nota_fiscal plataforma contrato,732,,bad,,2023-07-17 00:00:00,2023-07-30 00:00:00,2023-07-23 00:00:00,2023-07-18 00:00:00
135,Contrato - dúvida,Descrição do problema: contrato - dúvida. Escola solicita resolução.,closed,low,task,94,94,461,9,devolução falta_material erro_sistema,793,9289527747,good,,2025-07-22 00:00:00,2025-08-19 00:00:00,2025-08-07 00:00:00,2025-07-23 00:00:00
136,Nota fiscal com erro,Descrição do problema: nota fiscal com erro. Escola solicita resolução.,open,normal,problem,119,119,409,110,acesso financeiro suporte_técnico login,,,,,2024-10-07 00:00:00,2024-10-11 00:00:00,,2024-10-11 00:00:00
137,Atraso na entrega,Descrição do problema: atraso na entrega. Escola solicita resolução.,pending,low,task,122,122,432,4,urgente login suporte_técnico falta_material,,88.210.239/7299-91,,,2022-09-20 00:00:00,2022-09-30 00:00:00,,2022-09-21 00:00:00
138,Atraso na entrega,Descrição do problema: atraso na entrega. Escola solicita resolução.,open,high,problem,114,114,445,203,falta_material suporte_técnico devolução,,,,,2023-03-16 00:00:00,2023-03-28 00:00:00,,2023-03-23 00:00:00
139,Cancelamento de pedido,Descrição do problema: cancelamento de pedido. Escola solicita resolução.,solved,normal,task,342,342,431,236,boleto cancelamento entrega plataforma,,,,,2025-05-22 00:00:00,2025-05-26 00:00:00,2025-06-17 00:00:00,2025-05-25 00:00:00
140,Material danificado,Descrição do problema: material danificado. Escola solicita resolução.,new,urgent,task,104,104,458,236,troca,,,,,2023-07-11 00:00:00,2023-07-12 00:00:00,,2023-07-13 00:00:00
141,Pagamento duplicado,Descrição do problema: pagamento duplicado. Escola solicita resolução.,open,low,incident,282,282,440,130,pagamento devolução,,,,,2024-10-27 00:00:00,2024-11-16 00:00:00,,2024-11-02 00:00:00
142,Pagamento duplicado,Descrição do problema: pagamento duplicado. Escola solicita resolução.,new,normal,task,213,213,387,107,entrega contrato,,,,,2022-07-20 00:00:00,2022-08-09 00:00:00,,2022-07-26 00:00:00
143,Devolução de material,Descrição do problema: devolução de material. Escola solicita resolução.,pending,urgent,task,128,128,382,296,material_danificado,705,,,,2023-07-13 00:00:00,2023-07-15 00:00:00,,2023-07-15 00:00:00
144,Nota fiscal com erro,Descrição do problema: nota fiscal com erro. Escola solicita resolução.,pending,high,task,115,115,401,287,material_danificado erro_sistema,,58.981.629/7146-79,,,2023-11-25 00:00:00,2023-12-01 00:00:00,,2023-11-27 00:00:00
145,Nota fiscal com erro,Descrição do problema: nota fiscal com erro. Escola solicita resolução.,new,normal,problem,88,88,464,193,devolução plataforma atraso,139,,,,2025-01-10 00:00:00,2025-02-07 00:00:00,,2025-01-14 00:00:00
146,Problema de login,Descrição do problema: problema de login. Escola solicita resolução.,solved,low,incident,107,107,441,28,financeiro login falta_material senha,,51.088.958/3711-28,bad,Tive que abrir outro ticket,2022-06-12 00:00:00,2022-07-02 00:00:00,2022-06-26 00:00:00,2022-06-18 00:00:00
147,Erro no sistema,Descrição do problema: erro no sistema. Escola solicita resolução.,new,normal,task,81,81,420,173,senha devolução login falta_material,967,,,,2023-12-08 00:00:00,2023-12-17 00:00:00,,2023-12-09 00:00:00
148,Devolução de material,Descrição do problema: devolução de material. Escola solicita resolução.,new,normal,task,324,324,382,,falta_material pagamento material_danificado,1250,49.574.257/8210-16,,,2023-02-26 00:00:00,2023-03-05 00:00:00,,2023-03-04 00:00:00
149,Material danificado,Descrição do problema: material danificado. Escola solicita resolução.,new,urgent,incident,327,327,461,14,cancelamento,,,,,2022-04-11 00:00:00,2022-04-25 00:00:00,,2022-04-17 00:00:00
150,Problema de login,Descrição do problema: problema de login. Escola solicita resolução.,closed,urgent,problem,69,69,388,30,devolução nota_fiscal suporte_técnico login,,,,,2024-12-26 00:00:00,2025-01-04 00:00:00,2024-12-31 00:00:00,2024-12-28 00:00:00
151,Erro no sistema,Descrição do problema: erro no sistema. Escola solicita resolução.,closed,normal,task,54,54,414,5,digital plataforma material_danificado,,,,,2023-09-06 00:00:00,2023-09-09 00:00:00,2023-09-10 00:00:00,2023-09-11 00:00:00
152,Contrato - dúvida,Descrição do problema: contrato - dúvida. Escola solicita resolução.,new,urgent,task,361,361,382,161,erro_sistema entrega pagamento,225,,,,2024-04-15 00:00:00,2024-05-07 00:00:00,,2024-04-20 00:00:00
153,Senha não funciona,Descrição do problema: senha não funciona. Escola solicita resolução.,pending,normal,task,103,103,426,90,urgente contrato,1018,,,,2024-04-03 00:00:00,2024-04-23 00:00:00,,2024-04-08 00:00:00
154,Cancelamento de pedido,Descrição do problema: cancelamento de pedido. Escola solicita resolução.,pending,urgent,incident,8,8,424,222,cancelamento acesso atraso pagamento,,50.927.768/6910-00,,,2025-08-02 00:00:00,2025-08-10 00:00:00,,2025-08-08 00:00:00
155,Falta de material,Descrição do problema: falta de material. Escola solicita resolução.,new,normal,problem,342,342,472,236,falta_material,,42.042.598/9497-00,,,2022-06-07 00:00:00,2022-06-17 00:00:00,,2022-06-12 00:00:00
156,Contrato - dúvida,Descrição do problema: contrato - dúvida. Escola solicita resolução.,open,normal,task,239,239,474,2,nota_fiscal urgente,1463,,,,2024-10-22 00:00:00,2024-11-14 00:00:00,,2024-10-29 00:00:00
157,Problema de login,Descrição do problema: problema de login. Escola solicita resolução.,open,high,incident,4,4,401,,atraso falta_material boleto,,65.737.469/1206-69,,,2025-05-25 00:00:00,2025-06-20 00:00:00,,2025-05-27 00:00:00
158,Material não recebido,Descrição do problema: material não recebido. Escola solicita resolução.,open,low,incident,63,63,399,246,falta_material cancelamento,,,,,2023-07-30 00:00:00,2023-08-13 00:00:00,,2023-08-04 00:00:00
159,Contrato - dúvida,Descrição do problema: contrato - dúvida. Escola solicita resolução.,pending,urgent,task,283,283,411,256,material_danificado suporte_técnico erro_sistema,,56.422.285/6308-81,,,2025-06-24 00:00:00,2025-07-16 00:00:00,,2025-06-29 00:00:00
160,Acesso à plataforma digital,Descrição do problema: acesso à plataforma digital. Escola solicita resolução.,closed,normal,incident,289,289,451,161,financeiro urgente,,,good,,2022-09-25 00:00:00,2022-10-25 00:00:00,2022-09-26 00:00:00,2022-10-01 00:00:00
161,Boleto não recebido,Descrição do problema: boleto não recebido. Escola solicita resolução.,new,high,question,182,182,458,307,acesso digital cancelamento,,09.236.727/2812-10,,,2024-06-05 00:00:00,2024-07-01 00:00:00,,2024-06-11 00:00:00
162,Erro no sistema,Descrição do problema: erro no sistema. Escola solicita resolução.,open,normal,incident,146,146,412,177,atraso,,,,,2024-03-07 00:00:00,2024-03-06 00:00:00,,2024-03-07 00:00:00
163,Senha não funciona,Descrição do problema: senha não funciona. Escola solicita resolução.,open,normal,problem,290,290,460,114,plataforma senha falta_material atraso,,2879376434,,,2024-05-19 00:00:00,2024-06-06 00:00:00,,2024-05-20 00:00:00
164,Falta de material,Descrição do problema: falta de material. Escola solicita resolução.,open,low,task,299,299,421,10,cancelamento devolução login boleto,291,12.290.708/5613-53,,,2022-08-20 00:00:00,2022-09-16 00:00:00,,2022-08-21 00:00:00
165,Nota fiscal com erro,Descrição do problema: nota fiscal com erro. Escola solicita resolução.,pending,low,question,25,25,437,60,troca login boleto,1113,,,,2023-01-04 00:00:00,2023-01-03 00:00:00,,2023-01-07 00:00:00
166,Troca de material,Descrição do problema: troca de material. Escola solicita resolução.,closed,low,problem,10,10,451,112,boleto digital material_danificado atraso,,,good,,2023-03-08 00:00:00,2023-04-01 00:00:00,2023-03-14 00:00:00,2023-03-09 00:00:00
167,Senha não funciona,Descrição do problema: senha não funciona. Escola solicita resolução.,closed,low,task,58,58,438,263,falta_material,,84.594.597/5297-71,good,,2024-04-30 00:00:00,2024-04-30 00:00:00,2024-05-14 00:00:00,2024-05-04 00:00:00
168,Troca de material,Descrição do problema: troca de material. Escola solicita resolução.,closed,high,question,215,215,410,238,boleto entrega acesso plataforma,,49.399.875/3723-16,good,,2024-12-19 00:00:00,2024-12-23 00:00:00,2024-12-23 00:00:00,2024-12-25 00:00:00
169,Senha não funciona,Descrição do problema: senha não funciona. Escola solicita resolução.,new,urgent,question,245,245,461,119,entrega plataforma,,7229444387,,,2024-10-06 00:00:00,2024-10-27 00:00:00,,2024-10-12 00:00:00
170,Cancelamento de pedido,Descrição do problema: cancelamento de pedido. Escola solicita resolução.,closed,normal,question,368,368,444,88,troca,,,bad,Tive que abrir outro ticket,2023-05-18 00:00:00,2023-06-01 00:00:00,2023-06-06 00:00:00,2023-05-24 00:00:00
171,Falta de material,Descrição do problema: falta de material. Escola solicita resolução.,pending,normal,question,86,86,442,186,troca acesso cancelamento entrega,,,,,2022-03-28 00:00:00,2022-04-04 00:00:00,,2022-03-31 00:00:00
172,Suporte técnico - plataforma,Descrição do problema: suporte técnico - plataforma. Escola solicita resolução.,open,low,problem,94,94,433,9,cancelamento,,,,,2022-04-24 00:00:00,2022-05-18 00:00:00,,2022-04-26 00:00:00
173,Material danificado,Descrição do problema: material danificado. Escola solicita resolução.,solved,high,question,345,345,419,97,financeiro material_danificado cancelamento,112,,,,2022-02-14 00:00:00,2022-02-28 00:00:00,2022-02-23 00:00:00,2022-02-18 00:00:00
174,Cancelamento de pedido,Descrição do problema: cancelamento de pedido. Escola solicita resolução.,closed,urgent,question,204,204,434,125,falta_material cancelamento urgente,124,,good,,2023-09-03 00:00:00,2023-09-12 00:00:00,2023-09-09 00:00:00,2023-09-08 00:00:00
175,Material danificado,Descrição do problema: material danificado. Escola solicita resolução.,open,low,task,330,330,390,78,cancelamento boleto,,9693159720,,,2023-05-13 00:00:00,2023-06-11 00:00:00,,2023-05-15 00:00:00
176,Senha não funciona,Descrição do problema: senha não funciona. Escola solicita resolução.,open,low,problem,87,87,466,117,boleto devolução financeiro atraso,,49.753.337/5056-47,,,2023-12-04 00:00:00,2023-12-18 00:00:00,,2023-12-07 00:00:00
177,Material danificado,Descrição do problema: material danificado. Escola solicita resolução.,new,urgent,question,103,103,400,90,suporte_técnico plataforma,,,,,2022-08-26 00:00:00,2022-09-03 00:00:00,,2022-09-01 00:00:00
178,Devolução de material,Descrição do problema: devolução de material. Escola solicita resolução.,open,low,task,316,316,427,132,devolução cancelamento,747,,,,2024-07-15 00:00:00,2024-07-18 00:00:00,,2024-07-18 00:00:00
179,Troca de material,Descrição do problema: troca de material. Escola solicita resolução.,closed,high,incident,253,253,434,88,financeiro atraso pagamento login,1032,13.689.157/1996-21,bad,Atendimento ruim,2023-02-21 00:00:00,2023-03-21 00:00:00,2023-02-22 00:00:00,2023-02-25 00:00:00
180,Acesso à plataforma digital,Descrição do problema: acesso à plataforma digital. Escola solicita resolução.,new,urgent,task,234,234,390,262,contrato boleto,,,,,2022-09-02 00:00:00,2022-09-02 00:00:00,,2022-09-07 00:00:00
181,Cancelamento de pedido,Descrição do problema: cancelamento de pedido. Escola solicita resolução.,new,low,task,250,250,433,309,material_danificado senha atraso,,,,,2024-05-14 00:00:00,2024-06-09 00:00:00,,2024-05-17 00:00:00
182,Material não recebido,Descrição do problema: material não recebido. Escola solicita resolução.,new,low,problem,312,312,422,258,erro_sistema,,,,,2024-07-13 00:00:00,2024-07-31 00:00:00,,2024-07-17 00:00:00
183,Suporte técnico - plataforma,Descrição do problema: suporte técnico - plataforma. Escola solicita resolução.,solved,normal,task,11,11,427,54,financeiro erro_sistema,,,,,2025-07-05 00:00:00,2025-07-14 00:00:00,2025-07-16 00:00:00,2025-07-11 00:00:00
184,Material danificado,Descrição do problema: material danificado. Escola solicita resolução.,open,urgent,task,314,314,392,78,devolução acesso,,,,,2022-01-07 00:00:00,2022-01-26 00:00:00,,2022-01-11 00:00:00
185,Senha não funciona,Descrição do problema: senha não funciona. Escola solicita resolução.,solved,normal,problem,355,355,455,54,plataforma,,15.123.645/8994-85,,,2024-01-22 00:00:00,2024-01-23 00:00:00,2024-02-02 00:00:00,2024-01-26 00:00:00
186,Material danificado,Descrição do problema: material danificado. Escola solicita resolução.,open,urgent,problem,23,23,471,176,plataforma,,,,,2025-09-03 00:00:00,2025-09-20 00:00:00,,2025-09-06 00:00:00
